customer_id,customer_name,signup_date,gender,city,area,acquisition_channel
1497,Customer 1497,2025-02-24,Male,Delhi,West Delhi,Social Media
1498,Customer 1498,2025-03-24,Male,Pune,Viman Nagar,Referral
1499,Customer 1499,2025-04-03,Male,Bengaluru,Indiranagar,Paid Ads
1500,Customer 1500,2025-04-12,Male,Kolkata,Howrah,Organic
1501,Customer 1501,2025-05-13,Female,Hyderabad,Secunderabad,Paid Ads
1502,Customer 1502,2024-03-08,Male,Chennai,T Nagar,Social Media
1503,Customer 1503,2023-07-23,Female,Chennai,Velachery,Paid Ads
1504,Customer 1504,2025-01-11,Female,Chennai,OMR,Organic
1505,Customer 1505,2024-05-06,Female,Delhi,North Delhi,Referral
1506,Customer 1506,2023-12-23,Female,Mumbai,Powai,Referral
1507,Customer 1507,2025-01-24,Female,Chennai,Velachery,Referral
1508,Customer 1508,2024-04-23,Male,Pune,Koregaon Park,Referral
1509,Customer 1509,2024-06-28,Female,Hyderabad,Secunderabad,Paid Ads
1510,Customer 1510,2024-06-05,Other,Hyderabad,Gachibowli,Social Media
1511,Customer 1511,2024-10-26,Male,Kolkata,Salt Lake,Social Media
1512,Customer 1512,2024-11-11,Male,Chennai,T Nagar,Referral
1513,Customer 1513,2023-12-31,Female,Chennai,Adyar,Social Media
1514,Customer 1514,2024-04-15,Male,Mumbai,Thane,Organic
1515,Customer 1515,2025-03-11,Female,Delhi,South Delhi,Paid Ads
1516,Customer 1516,2024-04-02,Male,Pune,Kothrud,Organic
1517,Customer 1517,2023-07-13,Male,Kolkata,Howrah,Organic
1518,Customer 1518,2024-05-10,Male,Delhi,West Delhi,Social Media
1519,Customer 1519,2024-06-21,Female,Delhi,East Delhi,Referral
1520,Customer 1520,2024-01-04,Male,Mumbai,Bandra,Referral
1521,Customer 1521,2023-10-24,Female,Hyderabad,Gachibowli,Social Media
1522,Customer 1522,2024-12-29,Female,Pune,Viman Nagar,Organic
1523,Customer 1523,2024-08-10,Male,Delhi,West Delhi,Referral
1524,Customer 1524,2024-01-23,Other,Kolkata,Howrah,Paid Ads
1525,Customer 1525,2023-11-26,Male,Kolkata,Gariahat,Paid Ads
1526,Customer 1526,2025-02-13,Male,Mumbai,Navi Mumbai,Social Media
1527,Customer 1527,2024-02-04,Female,Pune,Koregaon Park,Paid Ads
1528,Customer 1528,2024-04-13,Female,Pune,Hinjewadi,Referral
1529,Customer 1529,2025-01-18,Male,Hyderabad,Gachibowli,Organic
1530,Customer 1530,2025-03-20,Female,Hyderabad,Secunderabad,Referral
1531,Customer 1531,2023-11-19,Female,Hyderabad,Secunderabad,Social Media
1532,Customer 1532,2024-03-15,Male,Bengaluru,Koramangala,Organic
1533,Customer 1533,2024-01-10,Male,Pune,Viman Nagar,Referral
1534,Customer 1534,2024-03-06,Female,Bengaluru,HSR Layout,Organic
1535,Customer 1535,2024-12-29,Male,Chennai,OMR,Paid Ads
1536,Customer 1536,2025-03-14,Male,Bengaluru,Koramangala,Paid Ads
1537,Customer 1537,2023-11-19,Male,Kolkata,Gariahat,Social Media
1538,Customer 1538,2024-09-26,Female,Kolkata,Salt Lake,Referral
1539,Customer 1539,2023-09-30,Male,Mumbai,Thane,Paid Ads
1540,Customer 1540,2024-08-21,Female,Hyderabad,Gachibowli,Social Media
1541,Customer 1541,2024-08-04,Female,Chennai,OMR,Paid Ads
1542,Customer 1542,2025-01-15,Male,Mumbai,Powai,Organic
1543,Customer 1543,2023-08-21,Male,Hyderabad,Gachibowli,Referral
1544,Customer 1544,2024-10-07,Female,Bengaluru,Electronic City,Referral
1545,Customer 1545,2024-09-12,Other,Hyderabad,Gachibowli,Organic
1546,Customer 1546,2023-08-14,Male,Mumbai,Bandra,Referral
1547,Customer 1547,2025-04-08,Male,Delhi,East Delhi,Paid Ads
1548,Customer 1548,2024-01-11,Male,Bengaluru,Electronic City,Paid Ads
1549,Customer 1549,2024-04-18,Male,Mumbai,Powai,Organic
1550,Customer 1550,2024-09-03,Female,Mumbai,Andheri,Organic
1551,Customer 1551,2024-05-18,Female,Mumbai,Andheri,Referral
1552,Customer 1552,2024-09-26,Male,Bengaluru,Whitefield,Paid Ads
1553,Customer 1553,2025-04-19,Female,Chennai,Adyar,Social Media
1554,Customer 1554,2024-12-13,Female,Delhi,North Delhi,Organic
1555,Customer 1555,2024-01-25,Male,Hyderabad,Gachibowli,Referral
1556,Customer 1556,2024-05-28,Female,Hyderabad,Secunderabad,Paid Ads
1557,Customer 1557,2025-02-10,Female,Bengaluru,HSR Layout,Organic
1558,Customer 1558,2025-04-15,Male,Bengaluru,Koramangala,Social Media
1559,Customer 1559,2024-05-31,Male,Delhi,West Delhi,Paid Ads
1560,Customer 1560,2024-08-09,Male,Delhi,Central Delhi,Paid Ads
1561,Customer 1561,2024-07-22,Female,Mumbai,Bandra,Referral
1562,Customer 1562,2023-12-21,Male,Kolkata,Howrah,Organic
1563,Customer 1563,2024-08-01,Male,Delhi,North Delhi,Paid Ads
1564,Customer 1564,2024-06-28,Female,Kolkata,Howrah,Social Media
1565,Customer 1565,2024-08-30,Male,Chennai,Adyar,Social Media
1566,Customer 1566,2024-07-17,Female,Hyderabad,Hitech City,Social Media
1567,Customer 1567,2023-07-16,Male,Hyderabad,Madhapur,Referral
1568,Customer 1568,2023-10-07,Female,Bengaluru,Whitefield,Organic
1569,Customer 1569,2023-07-11,Female,Chennai,Adyar,Referral
1570,Customer 1570,2023-06-11,Female,Hyderabad,Secunderabad,Social Media
1571,Customer 1571,2024-05-07,Female,Bengaluru,Koramangala,Social Media
1572,Customer 1572,2024-08-10,Male,Delhi,North Delhi,Paid Ads
1573,Customer 1573,2023-07-08,Female,Bengaluru,Koramangala,Social Media
1574,Customer 1574,2023-11-11,Female,Kolkata,Gariahat,Organic
1575,Customer 1575,2024-03-13,Female,Hyderabad,Gachibowli,Organic
1576,Customer 1576,2025-01-29,Female,Delhi,Central Delhi,Paid Ads
1577,Customer 1577,2023-07-22,Male,Chennai,T Nagar,Referral
1578,Customer 1578,2024-09-22,Male,Kolkata,Salt Lake,Social Media
1579,Customer 1579,2024-07-01,Male,Mumbai,Thane,Organic
1580,Customer 1580,2025-03-30,Male,Chennai,Velachery,Organic
1581,Customer 1581,2025-01-13,Female,Delhi,West Delhi,Social Media
1582,Customer 1582,2024-11-08,Male,Chennai,Adyar,Social Media
1583,Customer 1583,2024-09-18,Male,Hyderabad,Gachibowli,Referral
1584,Customer 1584,2025-03-05,Female,Pune,Hinjewadi,Paid Ads
1585,Customer 1585,2024-11-06,Male,Chennai,T Nagar,Organic
1586,Customer 1586,2025-05-29,Male,Chennai,OMR,Referral
1587,Customer 1587,2025-01-31,Male,Chennai,T Nagar,Referral
1588,Customer 1588,2025-04-24,Male,Delhi,East Delhi,Paid Ads
1589,Customer 1589,2023-08-26,Female,Pune,Hinjewadi,Paid Ads
1590,Customer 1590,2025-05-11,Female,Mumbai,Navi Mumbai,Social Media
1591,Customer 1591,2023-09-19,Female,Pune,Hinjewadi,Referral
1592,Customer 1592,2023-10-15,Male,Chennai,OMR,Referral
1593,Customer 1593,2025-03-24,Male,Kolkata,Park Street,Organic
1594,Customer 1594,2025-01-12,Male,Pune,Viman Nagar,Paid Ads
1595,Customer 1595,2024-07-24,Female,Bengaluru,Indiranagar,Referral
1596,Customer 1596,2023-08-06,Male,Hyderabad,Hitech City,Paid Ads
1597,Customer 1597,2024-07-17,Male,Chennai,T Nagar,Organic
1598,Customer 1598,2024-12-30,Female,Pune,Hinjewadi,Social Media
1599,Customer 1599,2023-12-05,Female,Bengaluru,Koramangala,Paid Ads
1600,Customer 1600,2024-05-08,Male,Mumbai,Navi Mumbai,Paid Ads
1601,Customer 1601,2024-12-06,Female,Kolkata,Park Street,Referral
1602,Customer 1602,2025-02-24,Male,Bengaluru,HSR Layout,Referral
1603,Customer 1603,2025-01-15,Male,Delhi,South Delhi,Organic
1604,Customer 1604,2025-02-12,Female,Delhi,North Delhi,Social Media
1605,Customer 1605,2023-08-09,Female,Kolkata,Salt Lake,Social Media
1606,Customer 1606,2024-09-13,Female,Delhi,East Delhi,Social Media
1607,Customer 1607,2024-02-22,Male,Delhi,South Delhi,Paid Ads
1608,Customer 1608,2024-04-13,Male,Chennai,OMR,Referral
1609,Customer 1609,2023-06-06,Male,Delhi,West Delhi,Social Media
1610,Customer 1610,2024-10-05,Female,Pune,Kothrud,Organic
1611,Customer 1611,2023-08-18,Female,Mumbai,Thane,Organic
1612,Customer 1612,2024-05-25,Male,Hyderabad,Hitech City,Referral
1613,Customer 1613,2025-04-17,Male,Pune,Koregaon Park,Referral
1614,Customer 1614,2023-09-24,Female,Kolkata,Salt Lake,Referral
1615,Customer 1615,2024-02-02,Female,Pune,Kothrud,Organic
1616,Customer 1616,2025-05-14,Male,Kolkata,Gariahat,Organic
1617,Customer 1617,2024-08-16,Male,Mumbai,Navi Mumbai,Organic
1618,Customer 1618,2023-09-02,Male,Delhi,North Delhi,Paid Ads
1619,Customer 1619,2024-01-19,Male,Mumbai,Bandra,Social Media
1620,Customer 1620,2023-08-21,Female,Pune,Viman Nagar,Paid Ads
1621,Customer 1621,2025-02-06,Male,Chennai,Adyar,Referral
1622,Customer 1622,2023-06-19,Male,Chennai,OMR,Paid Ads
1623,Customer 1623,2025-05-21,Male,Delhi,North Delhi,Social Media
1624,Customer 1624,2024-09-27,Male,Pune,Koregaon Park,Referral
1625,Customer 1625,2025-01-25,Male,Chennai,T Nagar,Paid Ads
1626,Customer 1626,2024-05-15,Other,Bengaluru,Indiranagar,Referral
1627,Customer 1627,2023-10-26,Other,Kolkata,Gariahat,Paid Ads
1628,Customer 1628,2025-01-15,Male,Kolkata,Howrah,Referral
1629,Customer 1629,2024-02-06,Female,Pune,Viman Nagar,Social Media
1630,Customer 1630,2024-07-06,Male,Hyderabad,Secunderabad,Referral
1631,Customer 1631,2024-03-09,Male,Hyderabad,Madhapur,Paid Ads
1632,Customer 1632,2024-06-12,Male,Delhi,South Delhi,Referral
1633,Customer 1633,2025-02-28,Female,Pune,Kothrud,Social Media
1634,Customer 1634,2024-11-08,Female,Bengaluru,Koramangala,Referral
1635,Customer 1635,2024-09-29,Male,Mumbai,Bandra,Referral
1636,Customer 1636,2024-08-10,Male,Delhi,West Delhi,Social Media
1637,Customer 1637,2024-08-23,Female,Delhi,South Delhi,Paid Ads
1638,Customer 1638,2024-09-05,Male,Bengaluru,Whitefield,Social Media
1639,Customer 1639,2024-07-31,Female,Bengaluru,Indiranagar,Social Media
1640,Customer 1640,2024-07-22,Female,Mumbai,Powai,Referral
1641,Customer 1641,2024-11-20,Male,Delhi,Central Delhi,Paid Ads
1642,Customer 1642,2023-12-20,Female,Pune,Viman Nagar,Organic
1643,Customer 1643,2024-09-23,Male,Chennai,Velachery,Paid Ads
1644,Customer 1644,2024-11-06,Female,Mumbai,Thane,Organic
1645,Customer 1645,2024-04-11,Female,Pune,Hinjewadi,Organic
1646,Customer 1646,2025-01-08,Male,Chennai,OMR,Organic
1647,Customer 1647,2023-08-03,Female,Kolkata,Salt Lake,Referral
1648,Customer 1648,2025-02-28,Female,Bengaluru,HSR Layout,Paid Ads
1649,Customer 1649,2024-06-30,Male,Kolkata,Salt Lake,Social Media
1650,Customer 1650,2024-06-02,Male,Chennai,Adyar,Paid Ads
1651,Customer 1651,2024-11-14,Male,Delhi,West Delhi,Organic
1652,Customer 1652,2024-06-27,Female,Bengaluru,Electronic City,Social Media
1653,Customer 1653,2024-03-29,Male,Bengaluru,Electronic City,Social Media
1654,Customer 1654,2025-01-13,Male,Mumbai,Andheri,Paid Ads
1655,Customer 1655,2023-12-07,Female,Hyderabad,Hitech City,Social Media
1656,Customer 1656,2023-08-13,Female,Hyderabad,Secunderabad,Paid Ads
1657,Customer 1657,2023-11-19,Male,Mumbai,Bandra,Referral
1658,Customer 1658,2023-08-23,Female,Delhi,East Delhi,Organic
1659,Customer 1659,2023-06-16,Male,Pune,Koregaon Park,Referral
1660,Customer 1660,2024-08-13,Female,Delhi,East Delhi,Paid Ads
1661,Customer 1661,2025-02-05,Female,Kolkata,Park Street,Social Media
1662,Customer 1662,2023-07-17,Male,Hyderabad,Gachibowli,Paid Ads
1663,Customer 1663,2024-07-03,Female,Hyderabad,Gachibowli,Social Media
1664,Customer 1664,2024-07-01,Male,Mumbai,Andheri,Referral
1665,Customer 1665,2024-10-23,Female,Kolkata,Howrah,Referral
1666,Customer 1666,2024-07-13,Male,Chennai,Adyar,Organic
1667,Customer 1667,2023-07-08,Female,Chennai,OMR,Paid Ads
1668,Customer 1668,2025-04-22,Male,Bengaluru,Indiranagar,Social Media
1669,Customer 1669,2023-11-05,Male,Bengaluru,Indiranagar,Organic
1670,Customer 1670,2023-11-07,Female,Kolkata,Gariahat,Social Media
1671,Customer 1671,2025-01-30,Male,Bengaluru,Electronic City,Paid Ads
1672,Customer 1672,2025-02-25,Male,Pune,Viman Nagar,Paid Ads
1673,Customer 1673,2024-10-09,Female,Delhi,North Delhi,Social Media
1674,Customer 1674,2024-09-18,Male,Chennai,Velachery,Social Media
1675,Customer 1675,2024-06-18,Female,Kolkata,Salt Lake,Organic
1676,Customer 1676,2024-02-05,Female,Chennai,Adyar,Social Media
1677,Customer 1677,2023-06-13,Male,Pune,Viman Nagar,Referral
1678,Customer 1678,2025-01-16,Male,Delhi,West Delhi,Organic
1679,Customer 1679,2024-07-22,Female,Bengaluru,HSR Layout,Paid Ads
1680,Customer 1680,2024-03-29,Male,Delhi,West Delhi,Social Media
1681,Customer 1681,2024-02-07,Female,Chennai,T Nagar,Social Media
1682,Customer 1682,2023-06-11,Male,Pune,Hinjewadi,Paid Ads
1683,Customer 1683,2024-11-02,Female,Pune,Viman Nagar,Organic
1684,Customer 1684,2023-12-08,Male,Hyderabad,Hitech City,Referral
1685,Customer 1685,2025-03-01,Male,Mumbai,Andheri,Referral
1686,Customer 1686,2024-10-24,Male,Mumbai,Navi Mumbai,Referral
1687,Customer 1687,2024-03-16,Female,Delhi,East Delhi,Organic
1688,Customer 1688,2023-06-05,Female,Delhi,East Delhi,Referral
1689,Customer 1689,2023-11-03,Female,Chennai,Velachery,Organic
1690,Customer 1690,2024-01-28,Female,Delhi,West Delhi,Paid Ads
1691,Customer 1691,2024-02-17,Female,Mumbai,Thane,Organic
1692,Customer 1692,2023-07-20,Male,Bengaluru,HSR Layout,Organic
1693,Customer 1693,2024-09-07,Male,Mumbai,Bandra,Paid Ads
1694,Customer 1694,2023-12-29,Female,Pune,Kothrud,Organic
1695,Customer 1695,2025-04-22,Female,Mumbai,Navi Mumbai,Referral
1696,Customer 1696,2024-05-11,Male,Bengaluru,HSR Layout,Paid Ads
1697,Customer 1697,2023-06-16,Female,Chennai,T Nagar,Organic
1698,Customer 1698,2024-05-02,Male,Bengaluru,Indiranagar,Referral
1699,Customer 1699,2023-10-17,Female,Chennai,Velachery,Social Media
1700,Customer 1700,2024-12-05,Male,Pune,Hinjewadi,Organic
1701,Customer 1701,2023-08-13,Other,Chennai,Velachery,Paid Ads
1702,Customer 1702,2024-05-28,Male,Kolkata,Salt Lake,Referral
1703,Customer 1703,2024-01-13,Male,Mumbai,Bandra,Referral
1704,Customer 1704,2023-07-24,Female,Hyderabad,Gachibowli,Organic
1705,Customer 1705,2025-04-01,Male,Chennai,OMR,Social Media
1706,Customer 1706,2023-07-17,Female,Hyderabad,Gachibowli,Social Media
1707,Customer 1707,2024-05-19,Male,Hyderabad,Secunderabad,Referral
1708,Customer 1708,2023-10-24,Female,Hyderabad,Gachibowli,Social Media
1709,Customer 1709,2024-11-06,Female,Chennai,T Nagar,Social Media
1710,Customer 1710,2024-06-26,Female,Kolkata,Park Street,Referral
1711,Customer 1711,2024-06-26,Male,Chennai,T Nagar,Paid Ads
1712,Customer 1712,2023-12-09,Male,Kolkata,Park Street,Social Media
1713,Customer 1713,2023-07-25,Male,Bengaluru,Koramangala,Organic
1714,Customer 1714,2025-03-23,Male,Mumbai,Powai,Social Media
1715,Customer 1715,2023-10-02,Male,Chennai,Adyar,Referral
1716,Customer 1716,2024-01-01,Female,Hyderabad,Madhapur,Referral
1717,Customer 1717,2023-07-12,Female,Hyderabad,Secunderabad,Social Media
1718,Customer 1718,2024-10-27,Female,Kolkata,Park Street,Organic
1719,Customer 1719,2023-07-03,Female,Mumbai,Bandra,Organic
1720,Customer 1720,2024-03-03,Other,Kolkata,Gariahat,Social Media
1721,Customer 1721,2024-10-14,Male,Pune,Viman Nagar,Social Media
1722,Customer 1722,2024-09-10,Male,Chennai,Adyar,Referral
1723,Customer 1723,2024-12-01,Female,Delhi,East Delhi,Social Media
1724,Customer 1724,2023-11-29,Male,Pune,Koregaon Park,Referral
1725,Customer 1725,2024-08-29,Female,Mumbai,Thane,Paid Ads
1726,Customer 1726,2025-03-02,Female,Hyderabad,Gachibowli,Social Media
1727,Customer 1727,2024-02-29,Male,Mumbai,Bandra,Organic
1728,Customer 1728,2023-07-27,Female,Hyderabad,Hitech City,Referral
1729,Customer 1729,2024-04-27,Male,Hyderabad,Gachibowli,Social Media
1730,Customer 1730,2024-02-28,Male,Kolkata,Park Street,Organic
1731,Customer 1731,2024-01-19,Male,Mumbai,Thane,Paid Ads
1732,Customer 1732,2024-01-10,Female,Chennai,Velachery,Paid Ads
1733,Customer 1733,2023-10-12,Male,Mumbai,Thane,Paid Ads
1734,Customer 1734,2024-02-25,Female,Kolkata,Salt Lake,Paid Ads
1735,Customer 1735,2024-03-25,Female,Chennai,Velachery,Paid Ads
1736,Customer 1736,2023-07-07,Female,Pune,Kothrud,Organic
1737,Customer 1737,2024-10-09,Male,Hyderabad,Madhapur,Organic
1738,Customer 1738,2024-01-03,Female,Mumbai,Navi Mumbai,Paid Ads
1739,Customer 1739,2025-01-27,Female,Chennai,Adyar,Paid Ads
1740,Customer 1740,2023-12-12,Male,Pune,Kothrud,Social Media
1741,Customer 1741,2023-12-08,Female,Bengaluru,HSR Layout,Paid Ads
1742,Customer 1742,2023-07-19,Female,Bengaluru,Indiranagar,Paid Ads
1743,Customer 1743,2023-11-06,Male,Mumbai,Thane,Referral
1744,Customer 1744,2024-08-29,Female,Pune,Kothrud,Social Media
1745,Customer 1745,2023-08-20,Female,Hyderabad,Madhapur,Organic
1746,Customer 1746,2023-07-07,Female,Chennai,Adyar,Social Media
1747,Customer 1747,2024-11-22,Male,Kolkata,Park Street,Paid Ads
1748,Customer 1748,2023-11-16,Male,Hyderabad,Secunderabad,Paid Ads
1749,Customer 1749,2023-11-17,Female,Delhi,North Delhi,Paid Ads
1750,Customer 1750,2025-02-08,Male,Pune,Viman Nagar,Paid Ads
1751,Customer 1751,2023-07-24,Female,Delhi,West Delhi,Referral
1752,Customer 1752,2023-06-17,Female,Chennai,T Nagar,Organic
1753,Customer 1753,2024-11-24,Female,Delhi,South Delhi,Paid Ads
1754,Customer 1754,2023-11-12,Female,Chennai,Velachery,Organic
1755,Customer 1755,2024-02-16,Female,Pune,Koregaon Park,Social Media
1756,Customer 1756,2023-08-26,Male,Hyderabad,Madhapur,Organic
1757,Customer 1757,2023-11-08,Female,Kolkata,Park Street,Referral
1758,Customer 1758,2024-12-01,Male,Pune,Viman Nagar,Social Media
1759,Customer 1759,2025-03-29,Female,Kolkata,Park Street,Social Media
1760,Customer 1760,2024-11-20,Male,Kolkata,Salt Lake,Paid Ads
1761,Customer 1761,2024-04-21,Male,Bengaluru,Indiranagar,Paid Ads
1762,Customer 1762,2023-06-11,Female,Bengaluru,Whitefield,Organic
1763,Customer 1763,2023-08-17,Male,Mumbai,Bandra,Organic
1764,Customer 1764,2024-03-24,Female,Pune,Hinjewadi,Organic
1765,Customer 1765,2024-05-22,Male,Hyderabad,Madhapur,Paid Ads
1766,Customer 1766,2024-11-06,Female,Pune,Kothrud,Paid Ads
1767,Customer 1767,2025-02-03,Female,Mumbai,Bandra,Paid Ads
1768,Customer 1768,2024-12-17,Female,Hyderabad,Madhapur,Paid Ads
1769,Customer 1769,2024-11-29,Other,Delhi,Central Delhi,Organic
1770,Customer 1770,2025-05-19,Male,Mumbai,Navi Mumbai,Referral
1771,Customer 1771,2024-03-20,Female,Pune,Viman Nagar,Organic
1772,Customer 1772,2025-01-02,Female,Mumbai,Bandra,Organic
1773,Customer 1773,2025-05-03,Male,Chennai,Velachery,Organic
1774,Customer 1774,2023-06-11,Female,Mumbai,Andheri,Referral
1775,Customer 1775,2023-09-12,Male,Bengaluru,Koramangala,Organic
1776,Customer 1776,2023-12-30,Female,Delhi,East Delhi,Social Media
1777,Customer 1777,2024-10-05,Female,Mumbai,Powai,Social Media
1778,Customer 1778,2024-12-28,Female,Hyderabad,Secunderabad,Organic
1779,Customer 1779,2025-03-05,Female,Delhi,West Delhi,Referral
1780,Customer 1780,2025-03-20,Other,Bengaluru,HSR Layout,Organic
1781,Customer 1781,2024-11-01,Male,Kolkata,Howrah,Organic
1782,Customer 1782,2024-02-22,Female,Bengaluru,HSR Layout,Social Media
1783,Customer 1783,2023-09-09,Female,Delhi,West Delhi,Referral
1784,Customer 1784,2024-11-06,Female,Pune,Koregaon Park,Social Media
1785,Customer 1785,2024-05-31,Male,Chennai,T Nagar,Organic
1786,Customer 1786,2024-07-27,Other,Delhi,Central Delhi,Organic
1787,Customer 1787,2025-03-29,Female,Hyderabad,Secunderabad,Paid Ads
1788,Customer 1788,2024-01-24,Male,Pune,Hinjewadi,Referral
1789,Customer 1789,2025-03-22,Male,Pune,Hinjewadi,Social Media
1790,Customer 1790,2024-08-29,Male,Pune,Koregaon Park,Paid Ads
1791,Customer 1791,2023-06-04,Male,Hyderabad,Gachibowli,Social Media
1792,Customer 1792,2023-11-15,Male,Chennai,Velachery,Social Media
1793,Customer 1793,2025-03-09,Other,Delhi,South Delhi,Organic
1794,Customer 1794,2023-09-02,Male,Hyderabad,Hitech City,Social Media
1795,Customer 1795,2023-10-26,Male,Kolkata,Howrah,Paid Ads
1796,Customer 1796,2025-04-06,Male,Delhi,West Delhi,Referral
1797,Customer 1797,2025-02-11,Female,Pune,Viman Nagar,Organic
1798,Customer 1798,2025-02-28,Male,Chennai,T Nagar,Referral
1799,Customer 1799,2025-04-02,Female,Bengaluru,Koramangala,Referral
1800,Customer 1800,2023-12-09,Male,Bengaluru,Electronic City,Referral
1801,Customer 1801,2023-09-03,Male,Kolkata,Salt Lake,Organic
1802,Customer 1802,2025-04-26,Male,Chennai,Velachery,Referral
1803,Customer 1803,2025-03-07,Female,Hyderabad,Hitech City,Social Media
1804,Customer 1804,2024-06-28,Male,Mumbai,Powai,Referral
1805,Customer 1805,2024-05-14,Other,Chennai,OMR,Paid Ads
1806,Customer 1806,2024-05-21,Male,Kolkata,Salt Lake,Social Media
1807,Customer 1807,2023-08-29,Female,Hyderabad,Gachibowli,Paid Ads
1808,Customer 1808,2025-05-21,Female,Kolkata,Gariahat,Paid Ads
1809,Customer 1809,2025-02-25,Male,Kolkata,Howrah,Organic
1810,Customer 1810,2024-11-21,Female,Kolkata,Gariahat,Referral
1811,Customer 1811,2024-04-03,Male,Pune,Kothrud,Social Media
1812,Customer 1812,2024-06-11,Male,Pune,Hinjewadi,Referral
1813,Customer 1813,2024-03-12,Female,Delhi,North Delhi,Referral
1814,Customer 1814,2025-03-28,Male,Kolkata,Salt Lake,Referral
1815,Customer 1815,2024-01-28,Female,Hyderabad,Gachibowli,Paid Ads
1816,Customer 1816,2025-02-15,Male,Mumbai,Navi Mumbai,Organic
1817,Customer 1817,2024-10-18,Male,Kolkata,Gariahat,Referral
1818,Customer 1818,2025-03-04,Female,Chennai,Adyar,Referral
1819,Customer 1819,2024-05-26,Other,Hyderabad,Hitech City,Paid Ads
1820,Customer 1820,2024-04-28,Male,Mumbai,Powai,Paid Ads
1821,Customer 1821,2024-01-15,Female,Kolkata,Gariahat,Social Media
1822,Customer 1822,2025-04-30,Female,Pune,Hinjewadi,Social Media
1823,Customer 1823,2023-08-11,Male,Delhi,West Delhi,Organic
1824,Customer 1824,2025-03-11,Male,Kolkata,Park Street,Organic
1825,Customer 1825,2024-11-12,Male,Hyderabad,Hitech City,Paid Ads
1826,Customer 1826,2024-03-30,Female,Pune,Viman Nagar,Social Media
1827,Customer 1827,2024-03-14,Male,Bengaluru,HSR Layout,Referral
1828,Customer 1828,2024-10-17,Female,Kolkata,Gariahat,Social Media
1829,Customer 1829,2024-03-19,Female,Kolkata,Salt Lake,Social Media
1830,Customer 1830,2024-11-26,Female,Mumbai,Andheri,Paid Ads
1831,Customer 1831,2024-01-30,Male,Hyderabad,Hitech City,Organic
1832,Customer 1832,2024-10-15,Female,Bengaluru,Koramangala,Organic
1833,Customer 1833,2023-10-21,Female,Bengaluru,HSR Layout,Organic
1834,Customer 1834,2024-09-04,Female,Delhi,Central Delhi,Referral
1835,Customer 1835,2025-01-20,Other,Delhi,Central Delhi,Referral
1836,Customer 1836,2025-03-21,Male,Chennai,T Nagar,Referral
1837,Customer 1837,2023-07-30,Male,Mumbai,Bandra,Referral
1838,Customer 1838,2024-11-22,Female,Bengaluru,Electronic City,Referral
1839,Customer 1839,2024-10-24,Male,Kolkata,Howrah,Organic
1840,Customer 1840,2024-03-07,Male,Bengaluru,Whitefield,Social Media
1841,Customer 1841,2024-10-07,Male,Bengaluru,Koramangala,Organic
1842,Customer 1842,2023-06-12,Male,Pune,Kothrud,Social Media
1843,Customer 1843,2024-04-05,Other,Pune,Hinjewadi,Referral
1844,Customer 1844,2025-03-21,Male,Bengaluru,Whitefield,Referral
1845,Customer 1845,2025-05-26,Male,Pune,Viman Nagar,Social Media
1846,Customer 1846,2023-09-29,Female,Delhi,West Delhi,Referral
1847,Customer 1847,2023-07-03,Male,Pune,Koregaon Park,Organic
1848,Customer 1848,2024-06-17,Female,Mumbai,Andheri,Paid Ads
1849,Customer 1849,2023-06-30,Other,Chennai,Adyar,Organic
1850,Customer 1850,2025-01-25,Male,Hyderabad,Hitech City,Organic
1851,Customer 1851,2023-06-07,Female,Hyderabad,Madhapur,Social Media
1852,Customer 1852,2024-01-31,Female,Chennai,OMR,Referral
1853,Customer 1853,2024-05-09,Male,Bengaluru,Indiranagar,Social Media
1854,Customer 1854,2023-09-01,Female,Chennai,Adyar,Paid Ads
1855,Customer 1855,2024-08-29,Male,Pune,Viman Nagar,Organic
1856,Customer 1856,2024-06-29,Male,Kolkata,Howrah,Organic
1857,Customer 1857,2024-02-06,Female,Hyderabad,Secunderabad,Paid Ads
1858,Customer 1858,2024-09-01,Male,Hyderabad,Gachibowli,Social Media
1859,Customer 1859,2024-07-08,Female,Mumbai,Navi Mumbai,Referral
1860,Customer 1860,2025-02-12,Female,Bengaluru,HSR Layout,Social Media
1861,Customer 1861,2024-07-08,Male,Chennai,Velachery,Referral
1862,Customer 1862,2024-02-13,Female,Hyderabad,Madhapur,Organic
1863,Customer 1863,2024-10-15,Male,Delhi,East Delhi,Organic
1864,Customer 1864,2024-02-14,Female,Bengaluru,HSR Layout,Paid Ads
1865,Customer 1865,2025-05-30,Female,Kolkata,Park Street,Referral
1866,Customer 1866,2024-01-07,Female,Kolkata,Gariahat,Social Media
1867,Customer 1867,2025-05-19,Female,Pune,Kothrud,Paid Ads
1868,Customer 1868,2024-10-06,Female,Kolkata,Salt Lake,Referral
1869,Customer 1869,2024-12-12,Male,Pune,Kothrud,Referral
1870,Customer 1870,2023-08-10,Male,Pune,Koregaon Park,Paid Ads
1871,Customer 1871,2024-02-20,Female,Pune,Koregaon Park,Social Media
1872,Customer 1872,2024-11-12,Male,Pune,Viman Nagar,Social Media
1873,Customer 1873,2024-06-02,Female,Hyderabad,Madhapur,Organic
1874,Customer 1874,2024-02-16,Female,Bengaluru,Whitefield,Paid Ads
1875,Customer 1875,2024-04-10,Female,Kolkata,Howrah,Referral
