order_id,customer_id,restaurant_id,order_datetime,order_status,payment_method,delivery_fee,platform_discount,restaurant_discount,gross_order_value,net_order_value,platform_commission_pct,platform_commission_amount
3290,2710,65,2025-09-12 21:40:16,Delivered,Card,0.0,69.42,69.0,637.38,498.96,22.74,113.46
3291,85,91,2025-06-25 10:01:51,Delivered,COD,25.0,65.77,40.13,747.32,641.42,20.23,129.76
3292,763,100,2025-08-18 23:14:28,Delivered,COD,35.0,66.47,46.91,790.82,677.44,23.05,156.15
3293,2066,184,2025-06-15 20:13:34,Cancelled,UPI,0.0,30.31,13.12,678.28,634.85,16.93,107.48
3294,105,25,2025-09-01 16:08:55,Delivered,UPI,15.0,0.0,0.0,154.09,154.09,16.13,24.85
3295,207,7,2025-08-05 23:29:28,Delivered,UPI,25.0,0.0,0.0,539.84,539.84,23.54,127.08
3296,516,55,2025-07-22 20:06:19,Delivered,Card,15.0,20.34,19.07,154.92,115.51,18.96,21.9
3297,1768,84,2025-08-05 19:00:26,Delivered,UPI,0.0,197.41,79.89,803.07,525.77,15.04,79.08
3298,88,94,2025-08-16 20:27:49,Delivered,COD,35.0,38.0,14.48,297.62,245.14,24.87,60.97
3299,317,101,2025-09-28 12:28:37,Delivered,UPI,25.0,0.0,0.0,732.44,732.44,27.65,202.52
3300,1824,24,2025-09-21 12:50:57,Delivered,UPI,15.0,63.4,67.71,1057.96,926.85,21.21,196.58
3301,1510,147,2025-08-31 22:36:53,Delivered,Card,35.0,95.16,135.42,758.92,528.34,15.75,83.21
3302,1272,139,2025-06-03 20:46:15,Delivered,COD,35.0,86.11,25.1,351.32,240.11,15.21,36.52
3303,2541,57,2025-09-19 23:14:11,Returned,UPI,0.0,45.38,48.0,1117.72,1024.34,29.72,304.43
3304,2506,38,2025-08-09 20:16:58,Delivered,Card,0.0,0.0,0.0,747.37,747.37,15.02,112.25
3305,1417,146,2025-07-29 20:15:01,Delivered,UPI,35.0,79.74,75.21,979.65,824.7,29.46,242.96
3306,1701,36,2025-08-23 17:43:21,Delivered,UPI,25.0,0.0,0.0,625.42,625.42,25.78,161.23
3307,1533,126,2025-06-18 11:08:49,Delivered,COD,25.0,87.16,94.83,552.31,370.32,21.27,78.77
3308,1189,130,2025-06-06 13:04:46,Delivered,COD,25.0,39.96,48.86,353.33,264.51,18.48,48.88
3309,1886,79,2025-09-01 19:00:16,Delivered,COD,35.0,25.47,21.11,178.28,131.7,24.52,32.29
3310,2347,21,2025-07-18 11:50:15,Cancelled,Card,15.0,126.99,51.27,1088.34,910.08,16.77,152.62
3311,1901,30,2025-09-03 18:56:30,Returned,Card,25.0,0.0,0.0,716.01,716.01,20.39,145.99
3312,2250,6,2025-07-23 22:32:51,Delivered,COD,35.0,167.17,57.78,1129.17,904.22,27.72,250.65
3313,2249,51,2025-08-14 15:46:48,Delivered,UPI,0.0,26.95,8.01,211.14,176.18,23.06,40.63
3314,1210,172,2025-08-07 10:56:29,Delivered,UPI,35.0,0.0,0.0,384.13,384.13,19.39,74.48
3315,1688,56,2025-07-25 19:51:11,Delivered,UPI,25.0,0.0,0.0,459.93,459.93,29.34,134.94
3316,789,123,2025-06-08 10:39:35,Delivered,UPI,35.0,0.0,0.0,951.22,951.22,29.3,278.71
3317,1913,111,2025-06-23 23:10:19,Cancelled,UPI,0.0,0.0,0.0,1158.56,1158.56,23.11,267.74
3318,2577,135,2025-07-22 12:01:39,Delivered,Card,15.0,0.0,0.0,621.72,621.72,17.84,110.91
3319,1656,102,2025-09-19 20:04:07,Cancelled,COD,15.0,21.67,14.22,664.31,628.42,26.36,165.65
3320,1260,20,2025-07-10 22:04:24,Delivered,UPI,0.0,37.06,12.27,439.66,390.33,26.52,103.52
3321,1184,173,2025-08-03 13:08:59,Delivered,COD,0.0,50.29,17.99,591.82,523.54,19.92,104.29
3322,1255,42,2025-07-31 18:50:42,Delivered,UPI,25.0,229.07,89.01,970.73,652.65,19.0,124.0
3323,1532,175,2025-08-22 13:22:23,Delivered,UPI,15.0,131.35,41.88,783.29,610.06,26.27,160.26
3324,2401,87,2025-07-29 22:13:38,Delivered,Card,0.0,36.61,27.68,1038.39,974.1,27.78,270.6
3325,431,21,2025-07-12 16:05:46,Delivered,UPI,25.0,71.07,24.7,543.03,447.26,17.16,76.75
3326,2062,34,2025-08-25 17:47:52,Delivered,UPI,35.0,0.0,0.0,830.19,830.19,27.33,226.89
3327,744,82,2025-07-16 10:21:53,Delivered,Card,15.0,0.0,0.0,276.03,276.03,20.89,57.66
3328,639,181,2025-08-21 18:52:00,Delivered,Card,15.0,31.89,22.35,262.35,208.11,24.39,50.76
3329,639,166,2025-08-29 19:01:27,Delivered,Card,35.0,19.16,20.73,747.71,707.82,17.92,126.84
3330,1361,191,2025-07-01 20:35:13,Delivered,Card,35.0,0.0,0.0,788.86,788.86,20.83,164.32
3331,1364,147,2025-08-29 11:20:08,Delivered,Wallet,15.0,0.0,0.0,1162.0,1162.0,19.65,228.33
3332,1699,2,2025-09-23 15:34:56,Cancelled,Card,0.0,0.0,0.0,555.05,555.05,19.44,107.9
3333,1723,152,2025-08-01 12:06:37,Delivered,UPI,15.0,217.17,156.36,1193.27,819.74,27.26,223.46
3334,1637,182,2025-08-30 11:47:09,Delivered,UPI,25.0,23.82,11.74,430.52,394.96,15.27,60.31
3335,2536,109,2025-09-08 15:48:13,Delivered,Card,15.0,0.0,0.0,631.15,631.15,19.32,121.94
3336,2302,60,2025-07-03 13:23:42,Returned,COD,0.0,99.48,65.23,583.23,418.52,17.25,72.19
3337,637,84,2025-08-10 15:58:08,Delivered,UPI,15.0,40.18,50.65,292.79,201.96,27.9,56.35
3338,260,181,2025-09-24 10:05:54,Delivered,UPI,0.0,0.0,0.0,217.34,217.34,25.98,56.46
3339,900,82,2025-06-08 15:40:21,Delivered,UPI,0.0,195.06,80.66,1069.25,793.53,29.07,230.68
3340,1313,72,2025-07-19 17:18:35,Returned,Card,0.0,49.97,21.09,357.16,286.1,20.65,59.08
3341,905,35,2025-09-20 12:24:08,Delivered,Card,15.0,12.51,3.86,269.67,253.3,28.5,72.19
3342,2349,71,2025-08-12 15:41:32,Delivered,UPI,0.0,67.67,24.59,554.82,462.56,20.3,93.9
3343,2418,126,2025-06-17 16:01:10,Cancelled,UPI,35.0,65.28,21.03,962.42,876.11,20.24,177.32
3344,2914,85,2025-06-16 16:10:59,Delivered,UPI,25.0,0.0,0.0,550.55,550.55,23.2,127.73
3345,2801,51,2025-09-23 21:22:22,Delivered,UPI,35.0,45.64,12.15,519.1,461.31,16.31,75.24
3346,1864,110,2025-07-27 23:28:06,Delivered,UPI,0.0,0.0,0.0,1134.83,1134.83,21.98,249.44
3347,1251,141,2025-08-28 22:31:29,Delivered,COD,25.0,144.31,46.64,843.94,652.99,23.54,153.71
3348,2684,170,2025-06-09 18:23:06,Delivered,COD,25.0,61.13,15.85,228.16,151.18,21.23,32.1
3349,284,184,2025-06-25 23:54:19,Delivered,UPI,0.0,0.0,0.0,467.13,467.13,22.31,104.22
3350,2625,52,2025-06-03 22:06:05,Delivered,UPI,15.0,44.42,40.43,418.23,333.38,16.56,55.21
3351,1931,155,2025-08-18 22:37:03,Delivered,UPI,35.0,61.34,46.85,1057.31,949.12,29.93,284.07
3352,2974,47,2025-08-21 11:09:06,Delivered,UPI,25.0,0.0,0.0,414.94,414.94,26.4,109.54
3353,1829,125,2025-08-05 12:13:46,Delivered,UPI,25.0,74.43,88.37,569.45,406.65,22.53,91.62
3354,2078,165,2025-08-20 12:08:07,Delivered,COD,35.0,0.0,0.0,424.12,424.12,22.76,96.53
3355,1496,167,2025-09-24 20:27:06,Delivered,UPI,35.0,0.0,0.0,713.66,713.66,20.36,145.3
3356,2669,167,2025-09-11 19:35:02,Delivered,COD,15.0,0.0,0.0,1096.43,1096.43,23.25,254.92
3357,1501,184,2025-06-19 15:46:19,Delivered,UPI,25.0,0.0,0.0,804.76,804.76,27.86,224.21
3358,2352,121,2025-06-02 14:20:12,Delivered,Card,35.0,62.78,28.17,521.19,430.24,15.48,66.6
3359,2955,67,2025-07-21 13:54:20,Delivered,UPI,35.0,138.73,112.79,961.43,709.91,28.9,205.16
3360,1219,12,2025-09-08 17:11:23,Delivered,UPI,25.0,0.0,0.0,878.62,878.62,20.48,179.94
3361,80,58,2025-07-12 22:28:08,Delivered,UPI,15.0,0.0,0.0,383.66,383.66,15.17,58.2
3362,1465,199,2025-06-23 12:18:57,Returned,Card,15.0,48.49,13.46,238.25,176.3,28.82,50.81
3363,2161,149,2025-07-18 19:04:32,Delivered,Card,25.0,98.48,27.68,826.21,700.05,18.23,127.62
3364,1425,12,2025-09-17 19:38:58,Delivered,Wallet,15.0,67.48,46.19,1158.03,1044.36,25.63,267.67
3365,2819,39,2025-06-04 14:30:05,Delivered,UPI,35.0,15.63,18.86,250.3,215.81,20.92,45.15
3366,2159,153,2025-08-08 22:36:27,Delivered,COD,15.0,0.0,0.0,1198.69,1198.69,28.36,339.95
3367,355,189,2025-09-15 17:46:27,Delivered,UPI,15.0,260.06,98.06,1080.81,722.69,18.77,135.65
3368,2614,185,2025-06-18 14:53:31,Delivered,UPI,35.0,0.0,0.0,436.52,436.52,28.02,122.31
3369,2314,83,2025-09-01 22:01:47,Delivered,Card,0.0,107.72,29.01,394.34,257.61,21.78,56.11
3370,371,179,2025-06-23 10:58:51,Cancelled,Card,35.0,49.03,17.24,699.04,632.77,28.92,183.0
3371,1931,97,2025-06-25 10:30:18,Delivered,UPI,15.0,93.12,50.16,718.8,575.52,21.42,123.28
3372,80,32,2025-08-18 19:13:40,Delivered,UPI,25.0,0.0,0.0,294.49,294.49,16.29,47.97
3373,315,11,2025-07-21 16:26:58,Delivered,UPI,25.0,0.0,0.0,435.59,435.59,27.82,121.18
3374,1245,92,2025-08-13 17:39:50,Cancelled,COD,15.0,106.56,40.87,606.12,458.69,23.01,105.54
3375,1178,149,2025-06-22 16:45:40,Delivered,UPI,15.0,0.0,0.0,739.06,739.06,24.22,179.0
3376,1341,179,2025-08-08 17:49:35,Delivered,UPI,15.0,49.84,45.2,1078.33,983.29,23.62,232.25
3377,1278,138,2025-07-06 11:16:52,Delivered,COD,15.0,0.0,0.0,547.19,547.19,16.68,91.27
3378,1024,23,2025-08-30 18:50:39,Delivered,COD,0.0,0.0,0.0,434.74,434.74,26.46,115.03
3379,35,70,2025-09-12 11:14:23,Delivered,UPI,15.0,0.0,0.0,192.9,192.9,16.96,32.72
3380,137,55,2025-08-22 13:12:46,Delivered,Card,25.0,0.0,0.0,792.46,792.46,29.23,231.64
3381,2598,198,2025-07-19 21:07:50,Delivered,UPI,25.0,64.1,47.22,480.85,369.53,23.82,88.02
3382,1952,150,2025-08-01 12:53:08,Cancelled,Card,35.0,0.0,0.0,1022.07,1022.07,23.35,238.65
3383,938,180,2025-07-31 12:43:00,Returned,COD,0.0,58.57,54.64,626.83,513.62,19.66,100.98
3384,2995,98,2025-08-31 23:23:55,Cancelled,COD,15.0,0.0,0.0,728.73,728.73,26.58,193.7
3385,118,111,2025-07-28 11:46:38,Delivered,UPI,35.0,0.0,0.0,921.68,921.68,21.55,198.62
3386,1027,176,2025-09-09 14:41:24,Returned,UPI,35.0,141.16,61.53,1068.36,865.67,22.82,197.55
3387,573,185,2025-09-26 10:31:50,Delivered,UPI,35.0,39.5,46.67,363.46,277.29,15.28,42.37
3388,351,123,2025-07-25 18:42:56,Delivered,COD,25.0,0.0,0.0,536.66,536.66,26.52,142.32
3389,2714,4,2025-09-11 20:58:42,Delivered,Card,35.0,50.53,62.47,438.11,325.11,24.91,80.98
3390,1690,195,2025-09-24 13:54:46,Returned,COD,25.0,0.0,0.0,949.75,949.75,19.62,186.34
3391,2687,173,2025-09-02 12:05:26,Delivered,Wallet,25.0,237.9,73.54,1095.15,783.71,28.92,226.65
3392,2002,164,2025-08-25 15:26:07,Delivered,UPI,15.0,0.0,0.0,997.2,997.2,16.79,167.43
3393,2295,114,2025-06-01 20:40:41,Delivered,Card,35.0,93.48,39.67,777.63,644.48,25.2,162.41
3394,2071,169,2025-07-29 19:52:41,Delivered,COD,25.0,133.78,70.4,1034.42,830.24,26.77,222.26
3395,2825,160,2025-08-29 22:58:41,Delivered,UPI,25.0,103.79,139.03,869.25,626.43,28.64,179.41
3396,2694,13,2025-06-11 15:05:04,Cancelled,COD,15.0,136.1,65.27,908.74,707.37,19.38,137.09
3397,1081,22,2025-07-26 13:50:03,Delivered,COD,35.0,0.0,0.0,1071.76,1071.76,20.39,218.53
3398,355,181,2025-07-30 23:49:25,Returned,UPI,35.0,0.0,0.0,415.04,415.04,25.44,105.59
3399,2220,18,2025-07-27 18:47:40,Delivered,UPI,0.0,30.56,9.64,273.57,233.37,21.56,50.31
3400,1137,84,2025-07-05 16:42:56,Delivered,COD,35.0,159.54,50.57,1113.58,903.47,26.55,239.87
3401,1406,126,2025-09-02 18:27:25,Delivered,COD,35.0,233.54,103.56,1124.34,787.24,25.96,204.37
3402,1123,129,2025-06-19 18:00:30,Delivered,COD,0.0,107.73,87.15,756.71,561.83,17.03,95.68
3403,66,140,2025-07-27 21:54:06,Delivered,UPI,0.0,34.59,30.69,349.64,284.36,20.86,59.32
3404,2177,106,2025-09-29 15:24:34,Returned,UPI,35.0,35.71,27.6,325.6,262.29,20.62,54.08
3405,1122,97,2025-06-01 11:10:26,Delivered,Card,25.0,108.69,77.87,609.79,423.23,18.65,78.93
3406,742,195,2025-08-01 12:33:16,Delivered,Card,25.0,86.68,44.38,474.93,343.87,24.7,84.94
3407,1541,87,2025-08-05 20:20:06,Delivered,Card,25.0,0.0,0.0,904.25,904.25,26.17,236.64
3408,1418,119,2025-09-20 19:14:54,Delivered,UPI,25.0,0.0,0.0,774.21,774.21,21.45,166.07
3409,2139,128,2025-06-11 13:09:15,Delivered,COD,35.0,318.11,79.82,1197.91,799.98,23.11,184.88
3410,1075,81,2025-07-25 14:59:03,Delivered,COD,0.0,117.51,79.18,1051.32,854.63,25.86,221.01
3411,382,96,2025-06-16 12:36:42,Delivered,UPI,25.0,27.17,35.15,197.15,134.83,28.68,38.67
3412,2810,108,2025-09-30 13:53:08,Delivered,COD,35.0,41.75,29.73,252.54,181.06,25.14,45.52
3413,1349,68,2025-08-26 14:32:40,Cancelled,Card,35.0,144.1,128.31,828.8,556.39,28.16,156.68
3414,309,4,2025-07-15 19:33:18,Delivered,UPI,35.0,0.0,0.0,591.88,591.88,21.31,126.13
3415,524,14,2025-07-06 22:07:23,Delivered,Card,25.0,38.07,37.34,257.09,181.68,23.4,42.51
3416,1633,2,2025-09-11 14:25:50,Delivered,COD,15.0,0.0,0.0,743.02,743.02,29.15,216.59
3417,528,132,2025-06-23 23:37:12,Delivered,UPI,35.0,11.4,12.79,307.12,282.93,26.68,75.49
3418,1064,103,2025-06-27 16:54:52,Cancelled,UPI,15.0,22.75,5.97,179.53,150.81,28.42,42.86
3419,1538,129,2025-07-20 13:32:21,Delivered,UPI,15.0,107.52,106.95,720.91,506.44,19.7,99.77
3420,725,25,2025-09-07 17:05:45,Delivered,UPI,0.0,29.5,39.07,413.65,345.08,23.09,79.68
3421,370,83,2025-06-19 15:46:52,Delivered,Wallet,0.0,0.0,0.0,380.87,380.87,19.88,75.72
3422,2455,160,2025-09-01 22:27:39,Delivered,Card,35.0,25.86,33.9,524.14,464.38,17.72,82.29
3423,1006,141,2025-09-12 15:48:54,Returned,Wallet,35.0,31.45,36.99,346.4,277.96,17.78,49.42
3424,152,77,2025-08-11 21:20:21,Delivered,COD,15.0,112.15,148.03,1006.63,746.45,29.14,217.52
3425,909,129,2025-07-14 20:23:04,Cancelled,Card,15.0,26.76,8.01,533.72,498.95,26.44,131.92
3426,115,196,2025-07-08 11:44:26,Cancelled,UPI,0.0,0.0,0.0,582.75,582.75,21.0,122.38
3427,1456,174,2025-07-11 15:40:36,Delivered,UPI,25.0,45.34,19.23,687.87,623.3,28.22,175.9
3428,162,41,2025-09-13 16:56:15,Cancelled,UPI,25.0,0.0,0.0,555.52,555.52,20.11,111.72
3429,2300,166,2025-09-20 20:51:03,Delivered,UPI,15.0,0.0,0.0,956.67,956.67,26.29,251.51
3430,1874,187,2025-06-07 13:30:23,Delivered,UPI,25.0,29.13,10.73,440.45,400.59,22.39,89.69
3431,2718,147,2025-09-04 11:53:58,Delivered,UPI,15.0,0.0,0.0,271.66,271.66,29.88,81.17
3432,1939,181,2025-08-11 12:56:30,Delivered,UPI,0.0,68.28,96.72,726.33,561.33,29.0,162.79
3433,152,50,2025-08-07 23:42:36,Delivered,Card,35.0,27.37,25.07,259.37,206.93,15.82,32.74
3434,2064,37,2025-07-07 16:39:50,Delivered,Card,0.0,32.06,39.7,745.3,673.54,29.14,196.27
3435,1663,86,2025-08-18 20:22:50,Delivered,UPI,25.0,102.48,53.27,868.91,713.16,17.33,123.59
3436,2813,103,2025-07-06 15:06:11,Delivered,UPI,25.0,44.73,16.21,249.74,188.8,26.73,50.47
3437,2648,13,2025-07-12 12:35:55,Delivered,Card,15.0,0.0,0.0,682.62,682.62,29.76,203.15
3438,1597,93,2025-07-24 19:57:20,Delivered,Card,0.0,4.03,4.5,168.12,159.59,21.81,34.81
3439,192,49,2025-09-02 12:44:29,Delivered,Card,15.0,88.2,95.15,544.59,361.24,17.76,64.16
3440,142,120,2025-06-23 11:15:17,Cancelled,UPI,15.0,0.0,0.0,871.66,871.66,23.33,203.36
3441,2284,122,2025-07-01 15:35:02,Delivered,UPI,35.0,42.04,48.4,515.17,424.73,17.59,74.71
3442,61,170,2025-06-07 23:49:51,Delivered,COD,25.0,35.44,31.01,629.51,563.06,21.69,122.13
3443,1490,74,2025-07-10 18:10:39,Delivered,Card,25.0,53.7,32.32,1189.22,1103.2,24.78,273.37
3444,1912,88,2025-08-26 16:13:26,Returned,UPI,25.0,41.59,18.14,499.03,439.3,22.05,96.87
3445,186,183,2025-06-05 14:21:33,Cancelled,UPI,0.0,67.85,73.78,640.76,499.13,15.26,76.17
3446,871,100,2025-06-03 10:06:04,Delivered,UPI,0.0,0.0,0.0,687.08,687.08,18.41,126.49
3447,838,101,2025-09-17 23:21:32,Delivered,UPI,0.0,42.48,42.97,786.32,700.87,16.54,115.92
3448,1401,13,2025-08-03 14:17:51,Delivered,Card,0.0,0.0,0.0,950.35,950.35,28.67,272.47
3449,2090,161,2025-06-16 22:20:58,Delivered,COD,35.0,62.02,19.71,442.74,361.01,29.16,105.27
3450,1615,65,2025-09-23 19:13:14,Delivered,UPI,15.0,0.0,0.0,940.2,940.2,25.45,239.28
3451,102,121,2025-08-17 22:12:56,Delivered,COD,0.0,0.0,0.0,402.4,402.4,18.96,76.3
3452,1468,86,2025-06-05 19:33:26,Delivered,UPI,15.0,25.87,7.17,580.92,547.88,29.21,160.04
3453,82,146,2025-08-04 14:54:24,Delivered,COD,25.0,134.38,98.14,760.65,528.13,15.2,80.28
3454,93,74,2025-08-01 15:33:57,Delivered,UPI,0.0,0.0,0.0,516.33,516.33,28.56,147.46
3455,1573,175,2025-08-20 10:23:17,Delivered,UPI,15.0,0.0,0.0,1197.96,1197.96,16.6,198.86
3456,1489,123,2025-06-20 17:09:23,Delivered,UPI,25.0,0.0,0.0,223.56,223.56,15.39,34.41
3457,2532,3,2025-09-16 13:03:34,Delivered,UPI,15.0,0.0,0.0,604.42,604.42,25.19,152.25
3458,2282,183,2025-09-25 10:00:27,Delivered,UPI,35.0,41.68,22.91,442.59,378.0,29.26,110.6
3459,1534,172,2025-07-08 16:05:42,Delivered,UPI,0.0,162.63,87.86,988.03,737.54,23.61,174.13
3460,2497,59,2025-06-23 14:18:34,Delivered,Card,0.0,7.44,6.56,260.21,246.21,16.46,40.53
3461,2787,84,2025-09-29 10:55:39,Delivered,UPI,0.0,177.07,90.84,1088.9,820.99,15.53,127.5
3462,67,3,2025-07-28 17:02:35,Cancelled,Card,0.0,71.61,95.96,933.79,766.22,24.01,183.97
3463,92,28,2025-06-05 16:56:04,Delivered,Card,25.0,35.95,47.75,701.21,617.51,20.86,128.81
3464,2110,96,2025-09-20 17:22:20,Delivered,UPI,15.0,53.29,17.64,382.0,311.07,16.74,52.07
3465,1920,74,2025-08-18 11:48:13,Delivered,UPI,35.0,26.32,25.19,287.09,235.58,22.66,53.38
3466,2892,199,2025-07-25 15:39:58,Delivered,Card,0.0,0.0,0.0,735.03,735.03,17.5,128.63
3467,2296,63,2025-08-07 21:18:59,Returned,UPI,15.0,155.83,81.24,1084.8,847.73,24.18,204.98
3468,1481,153,2025-06-16 20:47:17,Delivered,UPI,15.0,50.76,23.88,849.07,774.43,17.34,134.29
3469,593,169,2025-07-07 11:54:08,Returned,COD,0.0,21.61,17.02,153.89,115.26,27.98,32.25
3470,1535,29,2025-08-16 13:26:46,Cancelled,UPI,0.0,100.28,86.17,587.48,401.03,18.1,72.59
3471,2867,43,2025-08-03 23:53:17,Delivered,Card,25.0,0.0,0.0,852.16,852.16,19.3,164.47
3472,878,134,2025-08-17 17:56:20,Delivered,UPI,15.0,210.06,83.62,1141.56,847.88,22.86,193.83
3473,1580,75,2025-09-04 21:15:33,Delivered,COD,35.0,49.23,30.11,518.17,438.83,25.88,113.57
3474,1740,67,2025-06-05 23:58:46,Delivered,UPI,35.0,0.0,0.0,1128.23,1128.23,17.65,199.13
3475,2184,172,2025-06-21 19:37:34,Cancelled,UPI,35.0,0.0,0.0,791.53,791.53,24.08,190.6
3476,1442,141,2025-07-31 14:01:58,Cancelled,Card,15.0,135.88,44.31,947.84,767.65,24.17,185.54
3477,2124,69,2025-07-31 19:25:31,Delivered,UPI,0.0,0.0,0.0,1178.17,1178.17,19.41,228.68
3478,575,87,2025-07-17 17:57:42,Delivered,COD,15.0,0.0,0.0,819.52,819.52,20.42,167.35
3479,2170,7,2025-09-01 18:54:08,Cancelled,UPI,15.0,0.0,0.0,675.03,675.03,27.09,182.87
3480,2958,129,2025-06-17 10:21:36,Delivered,Card,15.0,175.69,92.27,952.67,684.71,28.84,197.47
3481,1749,196,2025-06-30 11:29:13,Delivered,COD,0.0,0.0,0.0,441.14,441.14,26.06,114.96
3482,1015,62,2025-07-09 22:20:35,Delivered,UPI,35.0,183.82,207.66,1130.16,738.68,18.15,134.07
3483,634,199,2025-07-31 20:59:21,Delivered,UPI,35.0,0.0,0.0,401.18,401.18,20.0,80.24
3484,326,109,2025-06-16 20:22:00,Delivered,UPI,35.0,0.0,0.0,357.66,357.66,15.61,55.83
3485,1703,185,2025-08-21 13:55:21,Delivered,COD,35.0,59.06,23.35,1026.58,944.17,17.53,165.51
3486,1666,94,2025-07-19 15:30:39,Delivered,Card,35.0,0.0,0.0,896.26,896.26,17.32,155.23
3487,2109,124,2025-08-21 18:09:01,Cancelled,UPI,35.0,0.0,0.0,700.57,700.57,15.91,111.46
3488,227,10,2025-08-03 23:59:25,Delivered,UPI,25.0,0.0,0.0,1016.17,1016.17,27.97,284.22
3489,330,155,2025-07-21 18:14:57,Delivered,COD,15.0,127.98,103.41,1010.27,778.88,17.74,138.17
3490,206,197,2025-06-07 20:34:29,Delivered,Card,25.0,0.0,0.0,281.73,281.73,28.41,80.04
3491,2390,77,2025-09-30 20:14:16,Delivered,Card,15.0,157.33,161.8,1147.4,828.27,28.42,235.39
3492,2207,150,2025-06-14 14:58:16,Delivered,COD,25.0,71.77,52.09,1178.41,1054.55,22.61,238.43
3493,777,36,2025-07-21 19:31:23,Returned,Wallet,15.0,130.8,45.7,1100.47,923.97,29.16,269.43
3494,1935,93,2025-08-24 21:30:22,Delivered,UPI,15.0,0.0,0.0,421.66,421.66,21.99,92.72
3495,2594,40,2025-08-08 22:24:10,Cancelled,Card,15.0,133.94,39.08,1075.57,902.55,16.3,147.12
3496,2180,158,2025-08-16 18:41:13,Delivered,Wallet,25.0,14.69,10.92,434.72,409.11,17.34,70.94
3497,588,50,2025-07-09 16:46:40,Cancelled,UPI,0.0,55.07,65.07,395.03,274.89,25.63,70.45
3498,2771,100,2025-08-22 15:41:44,Delivered,UPI,0.0,38.8,25.35,796.5,732.35,15.22,111.46
3499,2618,187,2025-06-26 18:43:20,Delivered,Card,15.0,64.09,19.36,364.98,281.53,24.68,69.48
3500,372,81,2025-09-29 22:16:04,Cancelled,COD,0.0,0.0,0.0,690.97,690.97,17.66,122.03
3501,1888,40,2025-07-09 17:52:40,Delivered,COD,0.0,89.6,122.71,673.58,461.27,29.65,136.77
3502,410,9,2025-06-15 17:23:34,Delivered,COD,15.0,40.48,33.1,558.18,484.6,20.3,98.37
3503,530,28,2025-08-10 17:22:52,Delivered,UPI,0.0,56.06,82.12,967.06,828.88,28.74,238.22
3504,994,71,2025-06-25 16:29:48,Cancelled,Card,35.0,83.68,77.12,841.64,680.84,16.88,114.93
3505,777,17,2025-08-21 17:39:26,Delivered,UPI,0.0,0.0,0.0,1127.78,1127.78,26.11,294.46
3506,2047,166,2025-09-02 15:44:58,Delivered,UPI,15.0,91.09,31.75,428.94,306.1,21.17,64.8
3507,2050,116,2025-06-02 14:11:09,Cancelled,UPI,0.0,0.0,0.0,161.77,161.77,15.62,25.27
3508,488,85,2025-07-14 11:08:16,Delivered,UPI,15.0,134.86,38.7,615.58,442.02,17.79,78.64
3509,1085,95,2025-09-13 14:35:00,Delivered,Wallet,35.0,12.49,10.53,172.27,149.25,21.97,32.79
3510,2002,135,2025-07-19 13:23:15,Cancelled,Wallet,0.0,0.0,0.0,455.15,455.15,17.3,78.74
3511,828,10,2025-07-21 19:06:55,Delivered,UPI,0.0,0.0,0.0,818.31,818.31,19.02,155.64
3512,212,189,2025-08-18 22:37:19,Delivered,UPI,35.0,140.16,81.46,883.9,662.28,24.93,165.11
3513,1544,126,2025-08-24 19:36:17,Delivered,UPI,0.0,0.0,0.0,301.76,301.76,20.23,61.05
3514,1702,45,2025-07-15 11:45:01,Delivered,Card,0.0,119.03,63.9,674.02,491.09,25.71,126.26
3515,2789,103,2025-06-04 10:32:09,Cancelled,COD,0.0,0.0,0.0,172.03,172.03,17.5,30.11
3516,2219,121,2025-08-27 22:45:07,Delivered,UPI,35.0,39.97,13.01,765.01,712.03,23.37,166.4
3517,46,140,2025-09-28 21:18:39,Delivered,COD,15.0,9.23,8.44,337.56,319.89,27.64,88.42
3518,2440,150,2025-09-26 14:25:12,Delivered,Card,15.0,106.97,124.01,1128.74,897.76,15.99,143.55
3519,1541,185,2025-08-15 22:57:36,Delivered,UPI,15.0,30.33,39.98,477.57,407.26,21.42,87.24
3520,1205,28,2025-08-04 22:01:48,Delivered,UPI,15.0,100.7,84.74,684.61,499.17,23.24,116.01
3521,1084,89,2025-08-31 12:36:41,Delivered,Card,25.0,60.17,16.64,634.81,558.0,20.7,115.51
3522,387,96,2025-07-15 12:01:46,Delivered,Card,25.0,0.0,0.0,514.29,514.29,21.07,108.36
3523,833,90,2025-08-02 17:31:01,Cancelled,UPI,35.0,0.0,0.0,603.86,603.86,16.09,97.16
3524,1012,90,2025-08-27 18:28:28,Delivered,Card,15.0,0.0,0.0,965.09,965.09,28.96,279.49
3525,2487,142,2025-09-10 22:27:38,Delivered,COD,25.0,141.15,67.54,724.56,515.87,24.37,125.72
3526,1978,143,2025-08-12 12:04:27,Delivered,UPI,35.0,0.0,0.0,1143.07,1143.07,15.44,176.49
3527,2638,80,2025-09-23 13:02:34,Delivered,UPI,25.0,0.0,0.0,997.37,997.37,18.44,183.92
3528,2271,72,2025-06-02 18:49:02,Delivered,UPI,0.0,84.73,64.44,982.36,833.19,24.79,206.55
3529,893,56,2025-08-29 22:39:38,Delivered,UPI,25.0,94.5,36.99,414.92,283.43,23.32,66.1
3530,2169,192,2025-08-31 11:30:36,Cancelled,Wallet,25.0,0.0,0.0,1094.25,1094.25,25.34,277.28
